Idade,Renda anual,Tipo residência,Tempo no emprego,Intenção de empréstimo,Valor do empréstimo,Taxa de juros,Histórico não pagamentos,Tempo histórico de crédito,Status do empréstimo
23,291312.0,HIPOTECA,2.0,PAGAMENTO DE DIVIDAS,47600.0,7.88,N,3,1
24,285600.0,ALUGUEL,8.0,INVESTIMENTO,95200.0,,N,4,0
24,199920.0,PRÓPRIO,1.0,INVESTIMENTO,35700.0,10.51,N,3,1
26,423640.0,HIPOTECA,10.0,REFORMA,38080.0,10.99,N,3,1
21,333200.0,ALUGUEL,5.0,EDUCAÇÃO,19040.0,7.9,N,2,1
47,442680.0,ALUGUEL,1.0,PESSOAL,47600.0,,N,16,1
44,205632.0,ALUGUEL,,MÉDICO,28560.0,5.42,N,11,1
21,89016.76,HIPOTECA,0.0,PESSOAL,19992.0,14.11,S,4,0
25,252280.0,HIPOTECA,9.0,INVESTIMENTO,58905.0,13.49,S,3,1
26,142800.0,ALUGUEL,2.0,EDUCAÇÃO,4760.0,9.63,N,3,1
42,209440.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,28560.0,9.63,N,14,1
22,214200.0,ALUGUEL,6.0,EDUCAÇÃO,57120.0,6.62,N,2,1
35,228480.0,HIPOTECA,7.0,EDUCAÇÃO,80920.0,6.03,N,8,1
34,247520.0,ALUGUEL,2.0,INVESTIMENTO,23800.0,13.99,S,8,1
27,242760.0,ALUGUEL,9.0,INVESTIMENTO,7616.0,10.59,N,6,1
29,231869.12,HIPOTECA,13.0,INVESTIMENTO,52598.0,5.42,N,6,1
34,171974.05,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,8568.0,14.22,S,9,1
22,238000.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,63546.0,14.59,N,2,0
40,347480.0,ALUGUEL,2.0,PESSOAL,47481.0,16.29,S,17,0
23,464100.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,45696.0,10.37,N,3,1
27,333200.0,ALUGUEL,2.0,EDUCAÇÃO,47600.0,10.99,N,6,1
22,190400.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,38080.0,11.36,N,4,1
26,714000.0,HIPOTECA,8.0,MÉDICO,166600.0,15.96,N,3,1
31,84137.76,PRÓPRIO,1.0,INVESTIMENTO,11900.0,14.74,S,7,1
40,190400.0,PRÓPRIO,12.0,REFORMA,65450.0,8.88,N,16,1
29,221340.0,ALUGUEL,5.0,INVESTIMENTO,11900.0,13.92,S,9,1
28,285600.0,HIPOTECA,0.0,PESSOAL,19040.0,7.9,N,8,1
22,278974.1,HIPOTECA,6.0,EDUCAÇÃO,57120.0,6.03,N,4,1
23,253955.52,ALUGUEL,3.0,INVESTIMENTO,83300.0,6.54,N,2,0
22,247520.0,HIPOTECA,5.0,INVESTIMENTO,28560.0,7.9,N,2,1
33,347480.0,HIPOTECA,6.0,PAGAMENTO DE DIVIDAS,23800.0,16.29,N,9,0
26,325579.25,HIPOTECA,7.0,PESSOAL,49980.0,6.91,N,3,1
23,314160.0,ALUGUEL,0.0,EDUCAÇÃO,43792.0,11.86,N,2,1
23,138059.05,PRÓPRIO,1.0,EDUCAÇÃO,9520.0,13.16,S,3,1
25,492660.0,HIPOTECA,0.0,PESSOAL,35700.0,6.54,N,3,1
22,149940.0,ALUGUEL,5.0,EDUCAÇÃO,62832.0,11.71,N,4,0
23,372308.16,HIPOTECA,7.0,PESSOAL,5712.0,,N,3,0
25,428400.0,ALUGUEL,9.0,PAGAMENTO DE DIVIDAS,47600.0,12.42,N,2,1
39,285600.0,HIPOTECA,22.0,PESSOAL,19040.0,10.59,N,12,1
31,97580.0,HIPOTECA,4.0,REFORMA,4760.0,6.76,N,6,1
23,361760.0,ALUGUEL,7.0,PAGAMENTO DE DIVIDAS,119000.0,16.02,N,4,0
46,456960.0,HIPOTECA,4.0,PAGAMENTO DE DIVIDAS,47600.0,12.69,N,11,1
25,247520.0,HIPOTECA,8.0,EDUCAÇÃO,18564.0,,N,4,1
32,136136.0,ALUGUEL,3.0,INVESTIMENTO,31892.0,10.37,N,9,1
48,380800.0,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,36652.0,9.63,N,11,1
31,295596.0,HIPOTECA,,EDUCAÇÃO,22848.0,,S,10,1
48,174477.8,HIPOTECA,,REFORMA,71400.0,12.69,N,16,0
31,314160.0,HIPOTECA,9.0,INVESTIMENTO,104720.0,16.63,S,5,1
21,202300.0,OUTRO,0.0,EDUCAÇÃO,33320.0,14.61,S,2,1
29,537880.0,ALUGUEL,1.0,EDUCAÇÃO,119000.0,15.31,N,6,0
24,229432.0,ALUGUEL,3.0,MÉDICO,23800.0,10.38,N,2,1
23,299880.0,ALUGUEL,3.0,INVESTIMENTO,25704.0,14.54,N,2,1
22,361760.0,ALUGUEL,4.0,EDUCAÇÃO,57120.0,7.9,N,4,1
25,428400.0,HIPOTECA,9.0,MÉDICO,28560.0,,N,4,1
25,656880.0,HIPOTECA,3.0,EDUCAÇÃO,42840.0,12.22,N,3,1
23,357000.0,HIPOTECA,5.0,EDUCAÇÃO,151487.0,7.9,N,2,1
26,409360.0,ALUGUEL,4.0,INVESTIMENTO,47600.0,13.49,N,4,1
28,416976.0,PRÓPRIO,12.0,INVESTIMENTO,57120.0,12.99,N,6,1
23,285600.0,ALUGUEL,5.0,EDUCAÇÃO,34272.0,13.22,N,4,1
27,190400.0,HIPOTECA,6.0,REFORMA,19992.0,5.99,N,5,1
38,199920.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,21896.0,,N,16,1
27,315302.4,ALUGUEL,7.0,MÉDICO,23800.0,5.79,N,9,1
24,180880.0,HIPOTECA,3.0,REFORMA,76160.0,10.99,N,3,1
23,257040.0,ALUGUEL,7.0,MÉDICO,71400.0,15.27,N,2,0
31,223720.0,HIPOTECA,6.0,MÉDICO,95200.0,13.49,N,5,1
22,371280.0,HIPOTECA,6.0,MÉDICO,36890.0,7.51,N,4,1
30,188020.0,ALUGUEL,3.0,EDUCAÇÃO,32963.0,7.88,N,9,1
24,266560.0,HIPOTECA,4.0,REFORMA,91035.0,13.99,S,3,1
22,285600.0,ALUGUEL,0.0,EDUCAÇÃO,28679.0,,N,4,1
24,280840.0,ALUGUEL,1.0,REFORMA,85680.0,14.96,S,4,0
25,737819.06,HIPOTECA,9.0,REFORMA,49980.0,7.49,N,2,1
33,228480.0,HIPOTECA,1.0,PESSOAL,95200.0,16.07,N,10,1
33,342720.0,HIPOTECA,0.0,REFORMA,31416.0,,N,9,1
27,57120.0,ALUGUEL,2.0,PESSOAL,13566.0,13.61,S,5,0
21,297500.0,HIPOTECA,6.0,EDUCAÇÃO,62832.0,7.9,N,3,1
29,176120.0,ALUGUEL,1.0,MÉDICO,47600.0,12.53,N,5,1
23,357000.0,HIPOTECA,0.0,EDUCAÇÃO,15232.0,8.0,N,3,1
25,142800.0,ALUGUEL,3.0,EDUCAÇÃO,40460.0,13.98,S,4,1
22,357000.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,42840.0,10.99,N,4,1
24,218960.0,ALUGUEL,8.0,PAGAMENTO DE DIVIDAS,27132.0,7.66,N,3,1
35,194169.92,ALUGUEL,2.0,INVESTIMENTO,12376.0,12.53,N,9,1
29,95200.0,PRÓPRIO,0.0,INVESTIMENTO,14280.0,8.0,N,5,1
23,247500.95,ALUGUEL,7.0,PESSOAL,19040.0,13.98,S,2,1
23,185640.0,HIPOTECA,8.0,EDUCAÇÃO,47600.0,7.51,N,2,1
21,66640.0,ALUGUEL,0.0,MÉDICO,9520.0,,N,4,1
35,297381.0,HIPOTECA,5.0,MÉDICO,45696.0,14.61,S,6,0
23,247520.0,PRÓPRIO,1.0,PESSOAL,47600.0,11.14,N,2,1
23,166600.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,24752.0,13.92,N,2,1
32,618800.0,ALUGUEL,0.0,PESSOAL,76160.0,,N,10,1
41,316559.03,ALUGUEL,5.0,EDUCAÇÃO,119000.0,17.56,S,15,0
27,214200.0,PRÓPRIO,9.0,PESSOAL,57120.0,6.03,N,5,1
49,490280.0,HIPOTECA,14.0,PAGAMENTO DE DIVIDAS,59976.0,9.32,N,11,1
26,301784.0,PRÓPRIO,0.0,EDUCAÇÃO,95200.0,9.62,N,3,1
22,47600.0,ALUGUEL,0.0,REFORMA,4760.0,14.74,N,4,0
23,261800.0,ALUGUEL,2.0,INVESTIMENTO,14280.0,9.88,N,2,1
27,223720.0,ALUGUEL,3.0,INVESTIMENTO,119000.0,15.7,S,10,0
39,114240.0,ALUGUEL,0.0,REFORMA,14280.0,14.12,N,11,0
27,114240.0,HIPOTECA,1.0,INVESTIMENTO,52360.0,,S,6,1
25,257040.0,HIPOTECA,,PAGAMENTO DE DIVIDAS,47600.0,16.89,S,2,0
21,141200.64,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,23800.0,13.57,S,4,0
24,466480.0,PRÓPRIO,8.0,INVESTIMENTO,57120.0,7.49,N,2,1
28,1666000.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,95200.0,,N,9,1
48,199920.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,68544.0,12.87,S,17,0
23,699720.0,HIPOTECA,4.0,PAGAMENTO DE DIVIDAS,119000.0,10.25,N,3,1
26,128520.0,ALUGUEL,9.0,PAGAMENTO DE DIVIDAS,52360.0,8.9,N,3,0
22,333200.0,PRÓPRIO,3.0,MÉDICO,38080.0,5.79,N,3,1
37,285600.0,ALUGUEL,0.0,INVESTIMENTO,46172.0,13.61,S,11,1
28,514275.16,HIPOTECA,6.0,EDUCAÇÃO,26656.0,13.98,S,7,1
35,238000.0,HIPOTECA,0.0,EDUCAÇÃO,26656.0,12.53,S,7,1
39,452200.0,HIPOTECA,3.0,REFORMA,95200.0,14.84,S,11,1
28,114240.0,ALUGUEL,0.0,EDUCAÇÃO,23800.0,11.86,N,8,1
26,309419.03,ALUGUEL,3.0,INVESTIMENTO,39984.0,7.51,N,3,1
22,154224.0,ALUGUEL,2.0,MÉDICO,49504.0,14.84,N,2,0
32,183174.31,ALUGUEL,6.0,MÉDICO,42840.0,15.31,S,7,0
25,428400.0,HIPOTECA,9.0,INVESTIMENTO,26656.0,9.99,N,4,1
40,252280.0,HIPOTECA,2.0,MÉDICO,14280.0,10.62,N,17,1
26,454384.84,ALUGUEL,10.0,PAGAMENTO DE DIVIDAS,20944.0,13.8,N,4,1
35,595000.0,ALUGUEL,11.0,EDUCAÇÃO,38080.0,,S,7,1
22,374612.0,HIPOTECA,6.0,PAGAMENTO DE DIVIDAS,33320.0,7.68,N,3,0
23,309400.0,ALUGUEL,7.0,EDUCAÇÃO,33320.0,10.75,N,4,1
28,285600.0,HIPOTECA,2.0,REFORMA,30940.0,5.79,N,6,0
38,314160.0,HIPOTECA,8.0,PAGAMENTO DE DIVIDAS,23800.0,12.92,N,16,0
25,272748.0,ALUGUEL,2.0,REFORMA,49504.0,11.66,S,4,1
23,373679.03,ALUGUEL,7.0,INVESTIMENTO,119000.0,10.74,N,3,0
25,209440.0,ALUGUEL,2.0,INVESTIMENTO,9520.0,7.66,N,3,1
23,545496.0,HIPOTECA,7.0,PESSOAL,47600.0,13.06,S,4,1
22,285600.0,ALUGUEL,6.0,PESSOAL,59500.0,10.59,N,4,1
27,318920.0,ALUGUEL,1.0,PESSOAL,13328.0,13.04,N,7,1
23,156128.0,PRÓPRIO,3.0,INVESTIMENTO,38080.0,7.29,N,3,1
24,97508.6,ALUGUEL,,PESSOAL,26537.0,7.9,N,4,1
22,390320.0,HIPOTECA,6.0,EDUCAÇÃO,51170.0,9.25,N,2,1
27,190638.0,ALUGUEL,3.0,MÉDICO,17136.0,14.84,S,7,1
23,404600.0,ALUGUEL,2.0,INVESTIMENTO,57120.0,13.16,S,2,1
42,120523.2,ALUGUEL,1.0,REFORMA,47600.0,14.84,S,14,0
32,276080.0,ALUGUEL,4.0,PESSOAL,57120.0,11.26,N,10,1
22,109480.0,ALUGUEL,4.0,MÉDICO,14280.0,5.79,N,2,1
27,571200.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,95200.0,6.54,N,9,1
24,238000.0,HIPOTECA,7.0,REFORMA,52360.0,16.89,S,2,1
26,209440.0,ALUGUEL,4.0,REFORMA,59500.0,22.11,S,2,0
23,474429.2,HIPOTECA,2.0,PESSOAL,26180.0,14.74,N,4,1
23,218960.0,ALUGUEL,2.0,EDUCAÇÃO,38080.0,11.86,N,3,0
27,342720.0,HIPOTECA,11.0,EDUCAÇÃO,59500.0,11.89,N,8,1
43,238000.0,HIPOTECA,2.0,PAGAMENTO DE DIVIDAS,23800.0,9.63,N,16,1
45,171360.0,ALUGUEL,1.0,INVESTIMENTO,20468.0,10.91,S,17,1
22,228480.0,ALUGUEL,7.0,INVESTIMENTO,95200.0,10.65,N,3,0
28,199920.0,ALUGUEL,3.0,MÉDICO,41888.0,12.42,N,10,1
25,547400.0,HIPOTECA,4.0,MÉDICO,19040.0,7.88,N,4,1
36,247520.0,ALUGUEL,0.0,EDUCAÇÃO,28560.0,9.99,N,12,1
26,442680.0,HIPOTECA,10.0,PAGAMENTO DE DIVIDAS,28560.0,10.99,N,3,1
25,285600.0,ALUGUEL,9.0,PESSOAL,28560.0,14.54,S,3,1
34,257040.0,HIPOTECA,18.0,REFORMA,19040.0,6.39,N,5,1
23,666400.0,HIPOTECA,7.0,PESSOAL,28560.0,13.49,S,3,1
27,285600.0,ALUGUEL,7.0,INVESTIMENTO,45696.0,10.65,N,7,1
28,463128.97,HIPOTECA,12.0,REFORMA,30940.0,12.42,N,8,1
22,490280.0,HIPOTECA,2.0,MÉDICO,28560.0,,N,4,1
25,211344.0,HIPOTECA,9.0,INVESTIMENTO,28560.0,12.99,N,4,0
31,347480.0,HIPOTECA,3.0,REFORMA,71400.0,,N,8,1
26,342720.0,ALUGUEL,2.0,INVESTIMENTO,17136.0,10.74,N,4,1
31,284229.12,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,114240.0,17.43,N,9,0
26,218960.0,HIPOTECA,8.0,REFORMA,33320.0,9.99,N,3,0
22,199920.0,HIPOTECA,6.0,PESSOAL,14280.0,6.03,N,3,1
33,314160.0,ALUGUEL,5.0,REFORMA,22848.0,13.57,N,7,1
21,85680.0,PRÓPRIO,5.0,REFORMA,30940.0,7.4,N,3,0
23,199920.0,ALUGUEL,1.0,MÉDICO,19516.0,7.88,N,2,1
22,209440.0,HIPOTECA,2.0,PESSOAL,16660.0,5.99,N,2,1
24,357000.0,ALUGUEL,8.0,PESSOAL,47600.0,9.91,N,3,1
23,271320.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,57120.0,8.94,N,2,1
23,580720.0,HIPOTECA,5.0,PESSOAL,57120.0,7.29,N,3,1
28,436968.0,HIPOTECA,6.0,MÉDICO,47600.0,16.89,S,8,0
39,1713600.0,ALUGUEL,1.0,PESSOAL,14280.0,11.48,N,12,1
24,476000.0,HIPOTECA,8.0,MÉDICO,28560.0,5.42,N,4,1
23,285600.0,HIPOTECA,0.0,PESSOAL,47600.0,11.26,N,3,1
30,342720.0,HIPOTECA,14.0,REFORMA,14280.0,9.99,N,9,1
26,380800.0,PRÓPRIO,5.0,PESSOAL,33320.0,13.22,S,2,1
23,371280.0,HIPOTECA,7.0,EDUCAÇÃO,4760.0,9.88,N,3,1
29,231869.12,HIPOTECA,13.0,INVESTIMENTO,52598.0,5.42,N,9,1
31,261800.0,PRÓPRIO,15.0,PESSOAL,38080.0,7.51,N,8,1
23,428400.0,HIPOTECA,4.0,MÉDICO,22848.0,10.36,N,4,1
33,856800.0,ALUGUEL,0.0,MÉDICO,33320.0,7.74,N,6,1
33,114240.0,ALUGUEL,6.0,MÉDICO,47600.0,8.9,N,10,0
24,226100.0,HIPOTECA,8.0,REFORMA,33320.0,7.74,N,3,1
28,296795.53,HIPOTECA,3.0,EDUCAÇÃO,18088.0,6.62,N,6,1
31,142800.0,ALUGUEL,,PAGAMENTO DE DIVIDAS,26180.0,8.88,N,9,1
29,309400.0,HIPOTECA,13.0,PESSOAL,76160.0,12.87,S,10,1
22,204680.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,88298.0,11.83,N,4,0
23,404600.0,ALUGUEL,5.0,MÉDICO,31892.0,15.23,S,2,1
25,94248.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,23800.0,13.49,S,4,0
24,190400.0,PRÓPRIO,7.0,INVESTIMENTO,9520.0,12.53,N,4,1
34,404600.0,HIPOTECA,19.0,EDUCAÇÃO,40460.0,14.42,S,8,1
23,171360.0,ALUGUEL,,PAGAMENTO DE DIVIDAS,23800.0,6.17,N,2,1
22,102816.0,ALUGUEL,0.0,MÉDICO,5712.0,5.99,N,2,1
33,328440.0,ALUGUEL,3.0,REFORMA,71400.0,10.62,N,7,0
26,904400.0,HIPOTECA,3.0,INVESTIMENTO,95200.0,12.18,N,4,1
26,390320.0,HIPOTECA,1.0,REFORMA,95200.0,13.57,N,2,1
23,357000.0,PRÓPRIO,7.0,EDUCAÇÃO,57120.0,12.49,N,4,1
28,240380.0,ALUGUEL,3.0,PESSOAL,24752.0,12.53,S,8,1
29,212867.2,ALUGUEL,6.0,EDUCAÇÃO,35700.0,,N,5,1
26,171360.0,ALUGUEL,3.0,EDUCAÇÃO,14280.0,7.88,N,4,1
24,928200.0,HIPOTECA,4.0,MÉDICO,23800.0,8.9,N,3,1
28,390300.97,HIPOTECA,12.0,EDUCAÇÃO,14280.0,12.42,N,5,1
25,179337.77,ALUGUEL,6.0,PESSOAL,35700.0,8.32,N,4,1
34,238000.0,HIPOTECA,18.0,EDUCAÇÃO,28560.0,7.14,N,8,1
24,642600.0,ALUGUEL,4.0,REFORMA,114240.0,13.79,N,2,1
26,297024.0,HIPOTECA,10.0,PAGAMENTO DE DIVIDAS,52360.0,,N,3,1
27,128520.0,PRÓPRIO,1.0,INVESTIMENTO,28560.0,8.0,N,6,1
26,404600.0,HIPOTECA,10.0,EDUCAÇÃO,22134.0,8.49,N,2,1
32,190400.0,ALUGUEL,2.0,EDUCAÇÃO,19040.0,9.99,N,7,1
28,333200.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,38080.0,8.49,N,9,1
27,238000.0,ALUGUEL,3.0,MÉDICO,76160.0,,S,5,0
25,309400.0,ALUGUEL,3.0,PESSOAL,19040.0,6.62,N,2,1
25,257040.0,ALUGUEL,1.0,REFORMA,38080.0,11.49,N,4,0
23,214200.0,ALUGUEL,7.0,INVESTIMENTO,28560.0,11.49,N,2,1
23,404600.0,HIPOTECA,1.0,INVESTIMENTO,101864.0,13.49,S,4,1
24,337960.0,HIPOTECA,6.0,MÉDICO,47600.0,10.36,N,4,1
27,166600.0,ALUGUEL,4.0,EDUCAÇÃO,60928.0,10.0,N,7,0
30,1270920.0,HIPOTECA,7.0,REFORMA,119000.0,10.36,N,9,1
37,228480.0,ALUGUEL,6.0,PESSOAL,19992.0,10.59,N,14,1
26,404600.0,HIPOTECA,10.0,MÉDICO,114240.0,8.9,N,3,1
25,294168.0,PRÓPRIO,1.0,INVESTIMENTO,19040.0,7.75,N,4,1
32,761600.0,HIPOTECA,9.0,PAGAMENTO DE DIVIDAS,57120.0,7.88,N,8,1
30,316540.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,38080.0,7.88,N,9,1
26,328087.75,ALUGUEL,4.0,PESSOAL,39984.0,17.27,N,2,1
30,318920.0,ALUGUEL,2.0,INVESTIMENTO,44030.0,,N,7,1
32,357000.0,HIPOTECA,5.0,INVESTIMENTO,76160.0,13.49,N,8,1
22,280859.03,ALUGUEL,3.0,EDUCAÇÃO,23800.0,11.11,N,3,0
25,235620.0,ALUGUEL,6.0,PESSOAL,117810.0,14.22,N,3,0
23,238000.0,HIPOTECA,4.0,INVESTIMENTO,72590.0,15.95,N,3,1
21,218940.95,HIPOTECA,2.0,EDUCAÇÃO,80920.0,13.16,S,4,0
27,190400.0,ALUGUEL,0.0,INVESTIMENTO,38080.0,10.25,N,10,1
23,123760.0,ALUGUEL,1.0,EDUCAÇÃO,19040.0,,N,4,1
28,180880.0,ALUGUEL,7.0,PESSOAL,23800.0,13.49,N,6,0
44,452200.0,HIPOTECA,4.0,EDUCAÇÃO,47600.0,10.95,N,11,1
27,333200.0,HIPOTECA,9.0,EDUCAÇÃO,76160.0,7.9,N,7,1
29,253769.88,ALUGUEL,13.0,MÉDICO,94486.0,,N,7,0
24,199920.0,ALUGUEL,9.0,EDUCAÇÃO,19992.0,7.9,N,2,1
23,599760.0,ALUGUEL,0.0,PESSOAL,38080.0,13.23,N,3,1
25,357000.0,ALUGUEL,9.0,INVESTIMENTO,32249.0,7.9,N,4,1
27,297024.0,ALUGUEL,5.0,MÉDICO,57120.0,12.42,N,6,1
31,399840.0,HIPOTECA,12.0,REFORMA,47600.0,5.99,N,8,1
28,328440.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,119000.0,19.41,S,5,0
29,214200.0,ALUGUEL,8.0,MÉDICO,86870.0,14.27,N,6,0
24,266560.0,ALUGUEL,2.0,INVESTIMENTO,31654.0,12.69,N,2,1
23,314160.0,ALUGUEL,2.0,INVESTIMENTO,57120.0,,N,4,1
23,133260.95,ALUGUEL,3.0,INVESTIMENTO,26180.0,12.53,N,2,1
29,176120.0,ALUGUEL,4.0,REFORMA,57120.0,9.63,N,7,0
28,186515.84,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,28560.0,6.17,N,7,1
29,142800.0,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,7140.0,13.16,N,8,1
22,285600.0,ALUGUEL,2.0,MÉDICO,47600.0,11.71,N,2,1
25,357000.0,HIPOTECA,9.0,INVESTIMENTO,23800.0,13.79,S,4,1
27,243712.0,ALUGUEL,11.0,EDUCAÇÃO,85680.0,14.96,S,8,0
26,190400.0,ALUGUEL,0.0,MÉDICO,8568.0,13.23,S,2,1
30,476000.0,ALUGUEL,1.0,PESSOAL,4760.0,11.71,N,6,1
26,714000.0,ALUGUEL,3.0,PESSOAL,57120.0,7.9,N,3,1
24,125664.0,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,28560.0,8.9,N,4,1
26,525504.0,HIPOTECA,3.0,PESSOAL,46648.0,,S,3,1
50,4284000.0,HIPOTECA,11.0,PAGAMENTO DE DIVIDAS,142800.0,12.69,N,15,1
28,352240.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,23800.0,15.21,N,8,0
38,190400.0,ALUGUEL,15.0,PESSOAL,47600.0,16.29,N,12,1
32,623560.0,HIPOTECA,2.0,PAGAMENTO DE DIVIDAS,53312.0,10.25,N,5,1
22,942480.0,HIPOTECA,6.0,PAGAMENTO DE DIVIDAS,115430.0,14.22,N,3,1
27,485520.0,HIPOTECA,6.0,INVESTIMENTO,47600.0,9.63,N,9,1
32,254222.08,HIPOTECA,8.0,INVESTIMENTO,6664.0,10.99,N,10,1
37,1165248.0,HIPOTECA,20.0,MÉDICO,166600.0,18.39,N,14,0
37,102816.0,ALUGUEL,4.0,MÉDICO,30940.0,8.49,N,12,1
30,295120.0,ALUGUEL,1.0,MÉDICO,33320.0,14.27,S,5,1
23,262752.0,HIPOTECA,1.0,PESSOAL,72590.0,15.68,N,2,0
23,326945.38,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,28560.0,,N,2,1
23,299404.0,ALUGUEL,7.0,MÉDICO,23800.0,14.84,N,4,0
32,243950.0,ALUGUEL,2.0,MÉDICO,52360.0,7.29,N,5,1
28,227718.4,ALUGUEL,0.0,MÉDICO,57120.0,,N,7,1
23,333180.97,ALUGUEL,4.0,PESSOAL,71400.0,13.43,S,4,1
20,466480.0,HIPOTECA,4.0,EDUCAÇÃO,115430.0,,N,4,1
25,218940.95,ALUGUEL,2.0,INVESTIMENTO,23800.0,,S,2,0
37,266560.0,HIPOTECA,2.0,REFORMA,61880.0,9.63,N,17,1
22,523600.0,ALUGUEL,7.0,EDUCAÇÃO,95200.0,14.17,N,3,1
26,133280.0,ALUGUEL,10.0,PESSOAL,69020.0,12.53,N,3,0
37,276080.0,ALUGUEL,9.0,INVESTIMENTO,86632.0,10.99,N,17,0
52,333180.97,PRÓPRIO,3.0,PESSOAL,57120.0,11.11,N,22,1
42,126463.68,ALUGUEL,6.0,PESSOAL,11900.0,10.37,N,14,1
27,361760.0,HIPOTECA,7.0,EDUCAÇÃO,30464.0,10.65,N,7,1
26,498257.75,HIPOTECA,,MÉDICO,76160.0,5.99,N,4,1
36,380800.0,HIPOTECA,0.0,EDUCAÇÃO,71400.0,10.71,N,14,1
27,442680.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,76160.0,13.57,S,10,1
31,99960.0,ALUGUEL,13.0,EDUCAÇÃO,14280.0,15.28,S,8,1
35,178214.4,ALUGUEL,2.0,MÉDICO,38080.0,10.99,N,7,1
25,297024.0,PRÓPRIO,7.0,PESSOAL,19040.0,18.39,S,2,0
23,69800.64,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,28560.0,,N,4,0
25,452200.0,ALUGUEL,4.0,INVESTIMENTO,71400.0,12.42,N,2,1
21,333200.0,ALUGUEL,3.0,PESSOAL,15708.0,,N,4,1
23,152339.05,ALUGUEL,3.0,MÉDICO,47600.0,13.79,S,3,0
22,285600.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,38080.0,13.49,N,3,1
38,274176.0,HIPOTECA,2.0,PAGAMENTO DE DIVIDAS,42840.0,10.99,N,12,1
29,228480.0,HIPOTECA,3.0,INVESTIMENTO,82705.0,14.27,S,10,1
22,357000.0,ALUGUEL,3.0,EDUCAÇÃO,50456.0,10.99,N,3,1
27,299880.0,HIPOTECA,12.0,PAGAMENTO DE DIVIDAS,73780.0,14.65,N,5,1
24,968660.0,PRÓPRIO,8.0,MÉDICO,95200.0,13.04,N,3,1
41,261800.0,ALUGUEL,4.0,REFORMA,19992.0,12.69,N,16,1
31,952000.0,HIPOTECA,,INVESTIMENTO,42840.0,7.88,N,6,1
27,228480.0,ALUGUEL,2.0,INVESTIMENTO,76160.0,14.22,N,5,0
26,387368.8,ALUGUEL,9.0,MÉDICO,68544.0,10.37,N,4,1
34,238000.0,PRÓPRIO,2.0,PESSOAL,57120.0,,N,9,1
22,180880.0,ALUGUEL,0.0,EDUCAÇÃO,23800.0,7.29,N,3,1
25,218940.95,ALUGUEL,3.0,INVESTIMENTO,54740.0,12.53,N,4,1
31,309400.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,110432.0,7.9,N,10,1
24,390320.0,HIPOTECA,1.0,EDUCAÇÃO,35700.0,8.32,N,3,1
22,199920.0,HIPOTECA,6.0,MÉDICO,23800.0,8.94,N,2,1
29,447440.0,HIPOTECA,13.0,MÉDICO,22848.0,10.99,N,5,1
22,152853.12,HIPOTECA,4.0,PESSOAL,71400.0,13.98,N,3,1
23,176120.0,ALUGUEL,7.0,EDUCAÇÃO,52360.0,6.62,N,3,1
22,138040.0,ALUGUEL,2.0,EDUCAÇÃO,49980.0,9.99,N,3,0
21,433140.97,HIPOTECA,5.0,PESSOAL,28560.0,9.99,N,2,1
26,357000.0,HIPOTECA,10.0,PAGAMENTO DE DIVIDAS,47600.0,8.94,N,2,1
27,205632.0,ALUGUEL,4.0,MÉDICO,47600.0,7.49,N,6,1
38,238000.0,ALUGUEL,8.0,MÉDICO,95200.0,13.85,N,14,0
27,666400.0,HIPOTECA,2.0,EDUCAÇÃO,66640.0,,N,5,1
21,214200.0,ALUGUEL,0.0,EDUCAÇÃO,57120.0,11.97,N,3,1
42,285600.0,ALUGUEL,1.0,PESSOAL,71400.0,,S,15,0
