Idade,Renda anual,Tipo residência,Tempo no emprego,Intenção de empréstimo,Valor do empréstimo,Taxa de juros,Status do empréstimo,Histórico não pagamentos,Tempo histórico de crédito
37,380800.0,HIPOTECA,0.0,REFORMA,14280.0,,1,S,15
46,380800.0,HIPOTECA,3.0,REFORMA,47600.0,6.17,1,N,13
47,380800.0,HIPOTECA,2.0,EDUCAÇÃO,47600.0,6.54,1,N,13
38,380800.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,19040.0,12.98,1,S,13
36,352240.0,HIPOTECA,20.0,REFORMA,119000.0,17.8,0,S,11
39,380800.0,HIPOTECA,0.0,REFORMA,94248.0,13.23,1,S,13
46,380800.0,HIPOTECA,8.0,INVESTIMENTO,23800.0,11.86,1,N,15
36,380800.0,HIPOTECA,9.0,EDUCAÇÃO,28560.0,,1,N,11
38,173740.0,ALUGUEL,3.0,EDUCAÇÃO,57120.0,7.51,0,N,11
38,380800.0,HIPOTECA,2.0,MÉDICO,23800.0,13.85,1,N,15
44,380800.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,71400.0,13.11,1,N,16
44,380800.0,HIPOTECA,28.0,INVESTIMENTO,119000.0,15.33,1,S,17
37,181832.0,ALUGUEL,0.0,INVESTIMENTO,57120.0,8.94,0,N,14
37,182327.04,ALUGUEL,3.0,PESSOAL,57120.0,7.88,0,N,12
37,380800.0,HIPOTECA,18.0,MÉDICO,95200.0,11.83,1,N,13
36,352240.0,HIPOTECA,4.0,EDUCAÇÃO,48790.0,11.48,0,N,15
48,380800.0,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,36652.0,9.63,1,N,11
36,352240.0,HIPOTECA,4.0,PESSOAL,47600.0,11.03,0,N,15
36,380800.0,HIPOTECA,0.0,EDUCAÇÃO,71400.0,10.71,1,N,14
39,190380.96,ALUGUEL,1.0,INVESTIMENTO,57120.0,10.74,1,N,16
39,380800.0,PRÓPRIO,0.0,MÉDICO,23800.0,11.22,1,N,13
37,190400.0,ALUGUEL,0.0,MÉDICO,57120.0,9.91,1,N,16
41,299418.28,HIPOTECA,4.0,MÉDICO,45696.0,10.0,0,N,12
38,190400.0,ALUGUEL,19.0,INVESTIMENTO,57120.0,10.59,1,N,11
40,380819.04,HIPOTECA,15.0,EDUCAÇÃO,45220.0,7.51,1,N,12
47,380819.04,HIPOTECA,5.0,EDUCAÇÃO,33320.0,,1,N,15
44,381276.0,HIPOTECA,16.0,MÉDICO,38080.0,10.38,1,N,16
44,381561.6,HIPOTECA,13.0,PAGAMENTO DE DIVIDAS,26180.0,13.92,1,S,13
37,199920.0,ALUGUEL,0.0,MÉDICO,57120.0,,1,N,13
42,199920.0,ALUGUEL,0.0,PESSOAL,57120.0,10.37,1,N,11
38,385560.0,HIPOTECA,3.0,PESSOAL,47600.0,14.27,1,S,16
36,385560.0,HIPOTECA,9.0,REFORMA,28560.0,12.99,1,N,17
38,385560.0,HIPOTECA,0.0,EDUCAÇÃO,52360.0,10.36,1,N,14
38,385560.0,PRÓPRIO,4.0,EDUCAÇÃO,33320.0,9.99,1,N,11
40,385560.0,HIPOTECA,10.0,REFORMA,95200.0,6.17,1,N,14
40,386131.2,HIPOTECA,1.0,EDUCAÇÃO,114240.0,9.25,1,N,15
38,386131.2,HIPOTECA,5.0,REFORMA,38080.0,11.12,1,N,12
50,387987.6,HIPOTECA,6.0,MÉDICO,23800.0,,1,N,14
43,214200.0,ALUGUEL,0.0,MÉDICO,57120.0,6.91,1,N,12
48,306686.8,HIPOTECA,14.0,MÉDICO,71400.0,,0,S,12
42,306848.64,HIPOTECA,13.0,MÉDICO,142800.0,19.03,0,N,17
44,185640.0,ALUGUEL,2.0,MÉDICO,57120.0,11.14,0,N,15
42,390320.0,HIPOTECA,13.0,REFORMA,127568.0,,1,S,15
39,390320.0,HIPOTECA,7.0,REFORMA,38080.0,19.42,1,S,17
41,390320.0,HIPOTECA,18.0,REFORMA,57120.0,7.51,1,N,17
38,218960.0,ALUGUEL,1.0,MÉDICO,57120.0,9.91,1,N,16
49,390320.0,HIPOTECA,4.0,PESSOAL,47600.0,16.49,1,S,12
38,390320.0,PRÓPRIO,4.0,REFORMA,47600.0,11.99,1,N,13
37,282972.48,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,57120.0,6.54,1,N,16
46,392028.84,HIPOTECA,6.0,PESSOAL,31416.0,7.66,1,N,13
36,392700.0,HIPOTECA,20.0,MÉDICO,52360.0,10.65,1,N,11
40,392847.56,HIPOTECA,1.0,MÉDICO,28560.0,,1,N,14
39,257040.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,57120.0,14.22,0,S,12
43,395080.0,HIPOTECA,13.0,REFORMA,14280.0,9.91,1,N,17
41,395080.0,HIPOTECA,6.0,REFORMA,14280.0,11.83,1,N,12
36,395080.0,HIPOTECA,0.0,INVESTIMENTO,61880.0,11.97,1,N,14
37,114240.0,ALUGUEL,3.0,REFORMA,14280.0,19.03,0,N,11
38,114240.0,ALUGUEL,3.0,MÉDICO,14280.0,,1,S,16
39,114240.0,ALUGUEL,0.0,REFORMA,14280.0,14.12,0,N,11
38,118980.96,ALUGUEL,2.0,MÉDICO,14280.0,,0,N,13
36,398055.0,HIPOTECA,6.0,PESSOAL,62832.0,7.51,1,N,12
36,399840.0,HIPOTECA,2.0,PESSOAL,28560.0,12.69,1,N,13
37,399840.0,HIPOTECA,21.0,INVESTIMENTO,114240.0,,1,S,17
40,131371.24,ALUGUEL,6.0,INVESTIMENTO,14280.0,10.25,1,N,17
37,399840.0,HIPOTECA,11.0,REFORMA,39151.0,12.99,1,S,11
45,134803.19999999998,ALUGUEL,1.0,MÉDICO,14280.0,,1,N,11
38,399840.0,HIPOTECA,17.0,REFORMA,51408.0,,1,N,15
38,399840.0,HIPOTECA,5.0,INVESTIMENTO,71400.0,9.63,1,N,16
48,138611.19999999998,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,14280.0,12.49,0,S,14
43,399840.0,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,57120.0,5.42,1,N,16
39,399840.0,PRÓPRIO,12.0,EDUCAÇÃO,47005.0,7.51,1,N,15
36,399840.0,HIPOTECA,14.0,INVESTIMENTO,4760.0,7.51,1,N,16
38,295120.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,57120.0,,1,N,16
40,399840.0,HIPOTECA,4.0,REFORMA,85323.0,14.26,1,N,16
39,399840.0,HIPOTECA,2.0,EDUCAÇÃO,19040.0,9.63,1,N,12
49,400982.4,HIPOTECA,4.0,MÉDICO,66640.0,11.89,1,N,17
36,404580.96,HIPOTECA,11.0,PESSOAL,16660.0,12.69,1,N,16
47,309400.0,ALUGUEL,9.0,EDUCAÇÃO,57120.0,5.42,1,N,17
37,309400.0,ALUGUEL,4.0,PESSOAL,57120.0,16.49,1,N,17
37,309400.0,ALUGUEL,7.0,EDUCAÇÃO,57120.0,13.98,1,N,15
39,326726.4,ALUGUEL,2.0,MÉDICO,57120.0,9.33,1,N,16
40,404600.0,HIPOTECA,4.0,REFORMA,23800.0,14.27,1,N,16
42,333200.0,ALUGUEL,6.0,MÉDICO,57120.0,,1,N,12
38,404600.0,HIPOTECA,15.0,INVESTIMENTO,71400.0,6.03,1,N,15
37,404600.0,HIPOTECA,4.0,REFORMA,26180.0,12.69,1,N,11
37,404600.0,HIPOTECA,19.0,REFORMA,47600.0,9.99,1,N,16
37,404600.0,HIPOTECA,17.0,REFORMA,38080.0,11.99,1,N,17
38,404600.0,HIPOTECA,4.0,PESSOAL,28560.0,10.99,1,N,14
36,347480.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,38080.0,17.49,0,N,17
36,346528.0,ALUGUEL,1.0,INVESTIMENTO,57120.0,7.66,1,N,12
37,404600.0,HIPOTECA,2.0,INVESTIMENTO,26656.0,5.42,1,N,13
38,404600.0,HIPOTECA,5.0,INVESTIMENTO,47600.0,,1,N,12
42,404600.0,HIPOTECA,10.0,REFORMA,40460.0,15.58,1,S,12
37,176120.0,PRÓPRIO,5.0,INVESTIMENTO,28917.0,11.86,1,N,14
39,404600.0,HIPOTECA,2.0,INVESTIMENTO,23800.0,11.86,1,N,15
48,404600.0,HIPOTECA,0.0,EDUCAÇÃO,47600.0,7.51,1,N,13
37,199920.0,ALUGUEL,3.0,INVESTIMENTO,14280.0,7.51,1,N,13
47,404600.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,26180.0,6.76,1,N,12
41,176120.0,PRÓPRIO,0.0,INVESTIMENTO,47600.0,13.79,1,S,13
40,404600.0,HIPOTECA,1.0,EDUCAÇÃO,47600.0,12.87,1,N,11
36,404600.0,PRÓPRIO,2.0,EDUCAÇÃO,38080.0,14.96,1,N,14
43,357000.0,ALUGUEL,0.0,REFORMA,57120.0,7.9,1,N,16
37,404600.0,PRÓPRIO,3.0,EDUCAÇÃO,47600.0,18.43,1,S,16
45,174692.0,PRÓPRIO,7.0,PESSOAL,9520.0,7.51,1,N,16
39,404600.0,HIPOTECA,1.0,PESSOAL,57120.0,9.32,1,N,13
46,404600.0,OUTRO,0.0,REFORMA,4760.0,7.68,1,N,12
47,404600.0,HIPOTECA,3.0,REFORMA,47600.0,8.07,1,N,15
46,404600.0,PRÓPRIO,1.0,INVESTIMENTO,23800.0,7.43,1,N,13
44,405932.8,HIPOTECA,4.0,PESSOAL,33320.0,10.62,1,N,12
39,409360.0,HIPOTECA,10.0,REFORMA,40460.0,6.03,1,N,11
36,299404.0,HIPOTECA,5.0,MÉDICO,29750.0,13.49,0,N,12
42,360541.44,ALUGUEL,2.0,EDUCAÇÃO,57120.0,14.91,0,S,12
42,390320.0,ALUGUEL,10.0,INVESTIMENTO,57120.0,13.24,1,S,13
48,395080.0,ALUGUEL,2.0,INVESTIMENTO,57120.0,10.99,1,N,17
43,409379.04,HIPOTECA,2.0,REFORMA,47600.0,9.99,1,N,14
44,171360.0,PRÓPRIO,5.0,EDUCAÇÃO,19040.0,16.29,1,N,11
36,171360.0,PRÓPRIO,4.0,MÉDICO,47600.0,16.29,1,S,17
43,409431.4,HIPOTECA,3.0,INVESTIMENTO,10472.0,,1,N,16
43,409569.44,HIPOTECA,16.0,REFORMA,30940.0,7.74,1,N,13
36,403148.2,ALUGUEL,2.0,MÉDICO,57120.0,7.29,1,N,14
37,411740.0,HIPOTECA,13.0,EDUCAÇÃO,30940.0,7.14,1,N,13
40,411740.0,HIPOTECA,2.0,REFORMA,47600.0,10.25,1,N,16
47,411740.0,HIPOTECA,13.0,MÉDICO,114240.0,,1,N,17
39,404600.0,ALUGUEL,4.0,REFORMA,57120.0,6.03,1,N,12
38,412977.6,HIPOTECA,,PESSOAL,23800.0,15.58,1,N,12
46,413201.32,HIPOTECA,0.0,INVESTIMENTO,47600.0,8.94,1,N,15
39,404600.0,ALUGUEL,7.0,EDUCAÇÃO,57120.0,10.74,1,N,13
49,357000.0,HIPOTECA,21.0,PAGAMENTO DE DIVIDAS,74256.0,17.27,0,N,11
41,357000.0,HIPOTECA,13.0,PAGAMENTO DE DIVIDAS,22848.0,15.58,0,S,15
49,418880.0,ALUGUEL,11.0,INVESTIMENTO,57120.0,6.62,1,N,17
41,414120.0,HIPOTECA,4.0,PESSOAL,42840.0,16.0,1,N,12
47,414120.0,HIPOTECA,15.0,PESSOAL,47600.0,,1,N,11
46,414120.0,HIPOTECA,1.0,PESSOAL,95200.0,12.41,1,N,17
37,428400.0,ALUGUEL,15.0,PESSOAL,57120.0,7.51,1,N,13
40,414348.48,HIPOTECA,11.0,PESSOAL,83776.0,7.9,1,N,13
49,428400.0,ALUGUEL,3.0,EDUCAÇÃO,57120.0,,1,N,16
37,418642.0,HIPOTECA,3.0,EDUCAÇÃO,67830.0,11.89,1,N,14
36,442680.0,ALUGUEL,1.0,PESSOAL,57120.0,13.48,1,S,12
37,418880.0,HIPOTECA,20.0,REFORMA,47243.0,,1,N,16
41,418880.0,HIPOTECA,5.0,REFORMA,19040.0,7.14,1,N,17
37,418880.0,HIPOTECA,21.0,INVESTIMENTO,57120.0,7.51,1,N,17
36,452200.0,ALUGUEL,2.0,PESSOAL,57120.0,10.99,1,N,11
37,418880.0,HIPOTECA,2.0,INVESTIMENTO,4760.0,13.48,1,S,11
42,347956.0,ALUGUEL,4.0,MÉDICO,57120.0,16.77,0,S,13
37,420288.96,HIPOTECA,8.0,REFORMA,71400.0,10.14,1,N,14
49,420784.0,HIPOTECA,4.0,MÉDICO,95200.0,13.92,1,S,14
41,476000.0,ALUGUEL,3.0,PESSOAL,57120.0,10.74,1,N,14
37,422802.24,HIPOTECA,8.0,INVESTIMENTO,17136.0,6.62,1,N,17
38,423640.0,HIPOTECA,2.0,PESSOAL,28560.0,5.42,1,N,13
38,423640.0,HIPOTECA,11.0,EDUCAÇÃO,47600.0,,1,N,13
49,366520.0,HIPOTECA,4.0,PAGAMENTO DE DIVIDAS,76160.0,14.09,0,S,12
37,423640.0,HIPOTECA,3.0,EDUCAÇÃO,23800.0,6.91,1,N,15
40,171360.0,PRÓPRIO,4.0,EDUCAÇÃO,9520.0,13.57,1,S,12
50,571200.0,ALUGUEL,0.0,MÉDICO,57120.0,9.62,1,N,12
41,428400.0,HIPOTECA,4.0,INVESTIMENTO,71400.0,13.49,1,N,15
41,595000.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,57120.0,13.49,1,S,12
38,595000.0,ALUGUEL,0.0,EDUCAÇÃO,57120.0,7.66,1,N,14
36,428400.0,PRÓPRIO,4.0,REFORMA,18088.0,6.03,1,N,14
36,428400.0,HIPOTECA,13.0,EDUCAÇÃO,57120.0,6.62,1,N,13
41,537880.0,ALUGUEL,1.0,INVESTIMENTO,57120.0,16.0,0,S,15
38,428400.0,HIPOTECA,5.0,EDUCAÇÃO,119000.0,,1,N,17
40,428400.0,HIPOTECA,2.0,PAGAMENTO DE DIVIDAS,13328.0,10.65,1,N,14
41,428400.0,HIPOTECA,23.0,INVESTIMENTO,62832.0,6.62,1,N,13
37,428400.0,HIPOTECA,11.0,MÉDICO,19040.0,6.62,1,N,16
38,371280.0,HIPOTECA,6.0,REFORMA,71400.0,15.27,0,N,17
39,1309000.0,ALUGUEL,12.0,PESSOAL,57120.0,8.49,1,N,14
36,228480.0,ALUGUEL,8.0,PESSOAL,57834.0,5.79,1,N,14
38,428400.0,HIPOTECA,1.0,PAGAMENTO DE DIVIDAS,33320.0,6.99,1,N,16
45,428400.0,HIPOTECA,3.0,INVESTIMENTO,11900.0,11.99,1,N,13
39,428400.0,HIPOTECA,0.0,MÉDICO,85680.0,10.99,1,N,11
38,428400.0,HIPOTECA,14.0,INVESTIMENTO,99960.0,10.59,1,N,11
39,428400.0,HIPOTECA,15.0,INVESTIMENTO,49980.0,7.66,1,N,12
37,371280.0,HIPOTECA,0.0,PESSOAL,26656.0,10.74,0,N,12
39,428400.0,HIPOTECA,2.0,PESSOAL,21896.0,11.11,1,N,11
36,171360.0,ALUGUEL,20.0,INVESTIMENTO,58905.0,14.27,0,N,16
36,195160.0,ALUGUEL,18.0,PAGAMENTO DE DIVIDAS,59024.0,10.65,1,N,14
37,210372.96,ALUGUEL,0.0,MÉDICO,59024.0,11.26,1,N,14
37,166600.0,PRÓPRIO,2.0,PESSOAL,63070.0,11.71,1,N,14
37,428400.0,HIPOTECA,11.0,PAGAMENTO DE DIVIDAS,104720.0,8.88,1,N,12
43,428400.0,HIPOTECA,0.0,INVESTIMENTO,71400.0,14.46,1,S,11
42,371280.0,HIPOTECA,,PAGAMENTO DE DIVIDAS,33320.0,5.42,0,N,15
46,428400.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,95200.0,6.91,1,N,16
42,190400.0,ALUGUEL,10.0,INVESTIMENTO,13328.0,,1,N,12
41,428400.0,PRÓPRIO,12.0,INVESTIMENTO,38080.0,7.51,1,N,16
36,371280.0,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,45696.0,13.98,0,S,13
41,428400.0,HIPOTECA,3.0,EDUCAÇÃO,14280.0,7.14,1,N,14
45,223720.0,ALUGUEL,4.0,MÉDICO,13328.0,9.62,1,N,11
46,233030.56,ALUGUEL,0.0,MÉDICO,13328.0,10.59,1,N,13
50,428400.0,HIPOTECA,2.0,INVESTIMENTO,114240.0,11.36,1,N,13
38,428400.0,HIPOTECA,9.0,PESSOAL,66640.0,12.73,1,S,12
36,166600.0,PRÓPRIO,1.0,INVESTIMENTO,28560.0,11.49,1,N,13
36,342720.0,ALUGUEL,12.0,PAGAMENTO DE DIVIDAS,13328.0,,1,S,16
39,166600.0,PRÓPRIO,2.0,PESSOAL,32368.0,8.49,1,N,15
38,428400.0,HIPOTECA,0.0,REFORMA,45696.0,13.92,1,S,17
40,428400.0,ALUGUEL,1.0,EDUCAÇÃO,13328.0,11.11,1,N,13
37,371280.0,HIPOTECA,9.0,PAGAMENTO DE DIVIDAS,95200.0,16.35,0,N,14
36,428400.0,HIPOTECA,2.0,EDUCAÇÃO,95200.0,14.61,1,S,11
37,119000.0,ALUGUEL,0.0,INVESTIMENTO,13209.0,15.65,0,S,14
38,166600.0,PRÓPRIO,5.0,EDUCAÇÃO,8568.0,16.49,1,S,12
38,428400.0,HIPOTECA,9.0,EDUCAÇÃO,44268.0,11.83,1,N,17
40,114240.0,ALUGUEL,3.0,INVESTIMENTO,12852.0,14.27,1,S,17
45,141257.75999999998,ALUGUEL,5.0,EDUCAÇÃO,12852.0,12.84,1,S,17
39,428400.0,HIPOTECA,9.0,REFORMA,104720.0,12.67,1,S,15
40,433140.96,HIPOTECA,9.0,REFORMA,104720.0,6.17,1,N,14
41,433160.0,HIPOTECA,13.0,INVESTIMENTO,11424.0,10.74,1,N,16
44,433160.0,HIPOTECA,14.0,MÉDICO,37604.0,8.59,1,N,14
38,434112.0,HIPOTECA,0.0,REFORMA,42840.0,12.68,1,N,16
39,437881.92,HIPOTECA,0.0,REFORMA,15946.0,5.42,1,N,11
37,380761.92,HIPOTECA,2.0,PESSOAL,42840.0,,0,S,14
42,392700.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,12257.0,6.76,1,N,11
39,437920.0,HIPOTECA,1.0,PESSOAL,95200.0,14.79,1,N,16
36,437920.0,HIPOTECA,18.0,MÉDICO,19040.0,7.29,1,N,11
41,437920.0,HIPOTECA,15.0,MÉDICO,57120.0,7.66,1,N,15
41,437920.0,HIPOTECA,5.0,REFORMA,38080.0,9.63,1,N,13
42,62832.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,11900.0,,0,S,14
46,437920.0,HIPOTECA,18.0,EDUCAÇÃO,61523.0,,1,N,17
37,437920.0,PRÓPRIO,15.0,MÉDICO,57120.0,11.14,1,N,14
47,437920.0,PRÓPRIO,0.0,REFORMA,57120.0,14.11,1,N,12
38,442223.04,HIPOTECA,8.0,MÉDICO,25585.0,10.51,1,N,16
43,442680.0,HIPOTECA,7.0,PESSOAL,33320.0,7.14,1,N,13
38,163248.96,PRÓPRIO,1.0,MÉDICO,57120.0,,1,S,12
37,442680.0,HIPOTECA,2.0,INVESTIMENTO,85680.0,12.18,1,N,11
46,385560.0,HIPOTECA,1.0,EDUCAÇÃO,33320.0,9.45,0,N,14
39,868700.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,59500.0,5.42,1,N,14
36,447440.0,HIPOTECA,14.0,REFORMA,19992.0,5.99,1,N,12
44,390320.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,39984.0,12.84,0,S,17
44,448049.28,HIPOTECA,14.0,PAGAMENTO DE DIVIDAS,20944.0,7.29,1,N,13
36,448320.6,HIPOTECA,3.0,PESSOAL,47600.0,9.32,1,N,15
41,266579.04,ALUGUEL,4.0,EDUCAÇÃO,60928.0,11.48,1,N,15
44,451248.0,HIPOTECA,4.0,INVESTIMENTO,35224.0,7.88,1,N,16
36,452200.0,HIPOTECA,18.0,PESSOAL,61880.0,10.65,1,N,11
40,452200.0,PRÓPRIO,12.0,REFORMA,23800.0,10.65,1,N,16
47,452200.0,HIPOTECA,13.0,EDUCAÇÃO,23800.0,6.03,1,N,16
39,452200.0,PRÓPRIO,6.0,REFORMA,38080.0,12.69,1,N,14
49,452200.0,HIPOTECA,12.0,PAGAMENTO DE DIVIDAS,35700.0,6.03,1,N,13
44,452200.0,HIPOTECA,1.0,PESSOAL,100912.0,9.91,1,N,14
44,238000.0,ALUGUEL,5.0,INVESTIMENTO,61880.0,13.16,1,S,13
43,218960.0,ALUGUEL,2.0,MÉDICO,61880.0,15.7,0,N,13
45,250756.8,ALUGUEL,0.0,MÉDICO,61880.0,6.92,1,N,15
38,395080.0,HIPOTECA,1.0,PAGAMENTO DE DIVIDAS,114240.0,14.91,0,S,12
49,452200.0,HIPOTECA,2.0,REFORMA,14280.0,5.42,1,N,12
45,159936.0,PRÓPRIO,14.0,INVESTIMENTO,19040.0,6.39,1,N,11
37,452200.0,HIPOTECA,10.0,REFORMA,15470.0,13.35,1,N,13
37,309400.0,ALUGUEL,2.0,EDUCAÇÃO,61880.0,12.99,1,S,12
39,452200.0,HIPOTECA,3.0,REFORMA,95200.0,14.84,1,S,11
38,318920.0,ALUGUEL,6.0,REFORMA,61880.0,,1,N,17
41,452200.0,HIPOTECA,5.0,PESSOAL,119000.0,,1,N,12
38,452200.0,PRÓPRIO,6.0,REFORMA,66640.0,17.74,1,S,17
39,333200.0,ALUGUEL,5.0,EDUCAÇÃO,61880.0,11.99,1,N,17
41,452200.0,PRÓPRIO,2.0,REFORMA,102816.0,13.92,1,S,11
40,395080.0,HIPOTECA,7.0,EDUCAÇÃO,13328.0,12.18,0,N,13
44,395080.0,OUTRO,2.0,EDUCAÇÃO,57120.0,16.0,0,S,15
38,452200.0,HIPOTECA,5.0,EDUCAÇÃO,19040.0,9.63,1,N,12
44,452200.0,HIPOTECA,4.0,INVESTIMENTO,47600.0,10.95,1,N,15
40,523600.0,ALUGUEL,6.0,REFORMA,61880.0,9.91,1,N,17
40,456445.92,PRÓPRIO,19.0,MÉDICO,71400.0,12.18,1,N,14
37,618800.0,ALUGUEL,2.0,PESSOAL,61880.0,9.88,1,N,16
38,456960.0,HIPOTECA,15.0,PAGAMENTO DE DIVIDAS,28560.0,6.03,1,N,16
46,456960.0,HIPOTECA,4.0,PAGAMENTO DE DIVIDAS,47600.0,12.69,1,N,11
36,204680.0,ALUGUEL,12.0,PAGAMENTO DE DIVIDAS,64736.0,15.58,0,S,12
37,339864.0,HIPOTECA,7.0,MÉDICO,14756.0,20.69,0,S,14
42,456960.0,HIPOTECA,9.0,PESSOAL,24276.0,5.42,1,N,14
40,217817.6,ALUGUEL,8.0,MÉDICO,64974.0,10.25,1,N,13
45,314160.0,ALUGUEL,4.0,REFORMA,64974.0,12.42,1,N,11
43,128691.36,ALUGUEL,1.0,PESSOAL,65450.0,15.31,0,S,15
41,157080.0,ALUGUEL,2.0,MÉDICO,65450.0,13.79,0,S,11
40,156499.28,ALUGUEL,6.0,INVESTIMENTO,65569.0,12.98,0,S,14
42,320348.0,ALUGUEL,4.0,REFORMA,65688.0,13.99,1,N,16
40,456960.0,HIPOTECA,5.0,REFORMA,15232.0,,1,N,17
38,154985.6,PRÓPRIO,8.0,PESSOAL,28560.0,8.94,1,N,16
38,456960.0,HIPOTECA,0.0,PESSOAL,7140.0,14.26,1,N,14
37,461700.96,HIPOTECA,21.0,PESSOAL,61880.0,,1,N,13
42,461720.0,HIPOTECA,13.0,PESSOAL,7140.0,15.96,1,S,16
37,214200.0,ALUGUEL,6.0,PESSOAL,66640.0,11.36,0,N,16
43,461720.0,HIPOTECA,0.0,MÉDICO,66640.0,11.71,1,N,13
39,194208.0,ALUGUEL,4.0,MÉDICO,66640.0,16.0,0,S,17
38,229908.0,ALUGUEL,3.0,MÉDICO,66640.0,13.22,1,S,14
37,461720.0,HIPOTECA,7.0,PESSOAL,47600.0,,1,N,15
36,152320.0,PRÓPRIO,4.0,EDUCAÇÃO,17136.0,13.49,1,S,11
39,247520.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,66640.0,11.71,1,N,12
37,152320.0,PRÓPRIO,8.0,REFORMA,57834.0,6.62,1,N,13
37,247520.0,ALUGUEL,0.0,INVESTIMENTO,66640.0,13.16,1,N,11
39,466480.0,HIPOTECA,22.0,MÉDICO,38080.0,13.49,1,S,16
41,466480.0,HIPOTECA,18.0,MÉDICO,23800.0,10.99,1,N,17
39,466480.0,HIPOTECA,0.0,REFORMA,166600.0,15.99,1,N,15
40,466480.0,HIPOTECA,4.0,INVESTIMENTO,24752.0,9.63,1,N,16
38,466480.0,HIPOTECA,7.0,MÉDICO,57120.0,10.37,1,N,17
42,466480.0,HIPOTECA,2.0,EDUCAÇÃO,85680.0,11.58,1,N,11
38,261800.0,ALUGUEL,2.0,REFORMA,66640.0,11.48,1,N,16
36,152320.0,PRÓPRIO,0.0,EDUCAÇÃO,5712.0,7.14,1,N,16
43,466499.04,HIPOTECA,11.0,PESSOAL,28560.0,5.42,1,N,15
41,466499.04,HIPOTECA,25.0,PAGAMENTO DE DIVIDAS,57120.0,13.57,1,N,15
36,467622.4,HIPOTECA,4.0,PESSOAL,95200.0,16.35,1,N,16
44,471240.0,HIPOTECA,5.0,EDUCAÇÃO,47600.0,12.68,1,N,11
44,471240.0,HIPOTECA,3.0,EDUCAÇÃO,38080.0,9.25,1,N,14
36,473620.0,PRÓPRIO,5.0,INVESTIMENTO,19040.0,7.74,1,N,16
44,475980.96,HIPOTECA,4.0,INVESTIMENTO,68544.0,12.23,1,S,16
38,257040.0,ALUGUEL,2.0,MÉDICO,66640.0,,0,N,17
48,295120.0,ALUGUEL,10.0,EDUCAÇÃO,66640.0,12.69,1,N,12
41,295139.04,ALUGUEL,5.0,REFORMA,66640.0,8.9,1,N,17
38,475980.96,PRÓPRIO,22.0,REFORMA,119000.0,14.96,1,S,13
41,297500.0,ALUGUEL,4.0,EDUCAÇÃO,66640.0,10.25,1,N,16
39,476000.0,HIPOTECA,5.0,INVESTIMENTO,57120.0,,1,N,13
36,476000.0,HIPOTECA,5.0,MÉDICO,44506.0,7.51,1,N,14
45,476000.0,HIPOTECA,16.0,PESSOAL,76160.0,6.62,1,N,16
38,280840.0,ALUGUEL,5.0,INVESTIMENTO,66640.0,13.8,0,N,14
37,148512.0,PRÓPRIO,1.0,INVESTIMENTO,31416.0,5.42,1,N,12
46,333200.0,ALUGUEL,0.0,REFORMA,66640.0,11.26,1,N,16
37,476000.0,HIPOTECA,13.0,INVESTIMENTO,87584.0,5.99,1,N,15
41,476000.0,HIPOTECA,10.0,EDUCAÇÃO,28560.0,8.49,1,N,15
42,357000.0,ALUGUEL,12.0,REFORMA,66640.0,6.03,1,N,14
37,418880.0,HIPOTECA,3.0,REFORMA,28560.0,11.99,0,N,12
40,390320.0,ALUGUEL,2.0,MÉDICO,66640.0,10.37,1,N,13
37,347480.0,ALUGUEL,21.0,PAGAMENTO DE DIVIDAS,66640.0,16.02,0,N,17
38,476000.0,HIPOTECA,5.0,PESSOAL,26180.0,10.37,1,N,13
47,476000.0,HIPOTECA,4.0,EDUCAÇÃO,11900.0,9.99,1,N,15
38,476000.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,66640.0,13.23,1,S,14
36,418880.0,HIPOTECA,1.0,PAGAMENTO DE DIVIDAS,36890.0,13.23,0,N,14
37,483825.44,ALUGUEL,13.0,INVESTIMENTO,66640.0,,1,N,13
37,499800.0,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,66640.0,6.03,1,N,11
36,476000.0,HIPOTECA,2.0,EDUCAÇÃO,38080.0,6.76,1,N,11
36,476000.0,HIPOTECA,17.0,PAGAMENTO DE DIVIDAS,28560.0,7.14,1,N,17
